tceid,ticid,tce_plnt_num,sectors,lastUpdate,tce_period,tce_period_err,tce_time0bt,tce_time0bt_err,tce_time0,tce_time0_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_ingress,tce_ingress_err,tce_depth,tce_depth_err,tce_eccen,tce_eccen_err,tce_longp,tce_longp_err,tce_limbdark_mod,tce_ldm_coeff1,tce_ldm_coeff2,tce_ldm_coeff3,tce_ldm_coeff4,tce_num_transits,tce_trans_mod,tce_full_conv,tce_model_snr,tce_model_chisq,tce_model_dof,tce_robstat,tce_dof2,tce_chisq2,tce_chisqgofdof,tce_chisqgof,tce_prad,tce_prad_err,tce_sma,tce_sma_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_ntoi,tce_sectors,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_smet,tce_smet_err,tce_sradius,tce_sradius_err,tce_sdensity,tce_sdensity_err,tce_steff_prov,tce_slogg_prov,tce_smet_prov,tce_sradius_prov,tce_sdensity_prov,tcet_period,tcet_period_err,tcet_time0bt,tcet_time0bt_err,tcet_time0,tcet_time0_err,tcet_duration,tcet_duration_err,tcet_ingress,tcet_ingress_err,tcet_depth,tcet_depth_err,tcet_full_conv,tcet_model_chisq,tcet_model_dof,wst_robstat,wst_depth,tce_ws_mesmedian,tce_ws_mesmad,tce_ws_maxmes,tce_ws_minmes,tce_ws_maxmesd,tce_ws_minmesd,tce_max_sngle_ev,tce_max_mult_ev,tce_bin_oedp_stat,tce_bin_spc_stat,tce_bin_lpc_stat,tce_albedo,tce_albedo_err,tce_ptemp,tce_ptemp_err,tce_albedo_stat,tce_ptemp_stat,boot_fap,boot_mesthresh,boot_mesmean,boot_messtd,bootstrap_transit_count,tce_cap_stat,tce_hap_stat,tce_dicco_mra,tce_dicco_mra_err,tce_dicco_mdec,tce_dicco_mdec_err,tce_dicco_msky,tce_dicco_msky_err,tce_ditco_mra,tce_ditco_mra_err,tce_ditco_mdec,tce_ditco_mdec_err,tce_ditco_msky,tce_ditco_msky_err
00043273020-01,43273020,1,s0078,17-07-2024,0.920614,,3435.03,,2460435.03,,0.177504,,3.4524,,76.0067,,0.834818,,1.76178,,0.880888,,28112.5,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6845744,-0.5508516,1.051436,-0.4596968,16,mandel-agol_geometric_transit_model,TRUE,148.5562,5033.49,4010.417,196.6459,3891.851,7753.465,449,9800.06,18.3756,,1.75E-02,,1636.5,,1695.05,,1,1,5034,128.329,4.40745,8.96E-02,0,0,0.948269,6.03E-02,0.9829206,0.2121174,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.920780301,-1,3435.027938,-1,2460435.028,-1,1.578465634,-1,0.630332304,-1,29051.6051,-1,TRUE,45798,3786,2.160809,333.532,-0.0768172,0.6080222,2.22201,-1.719607,-0.1278,0.465202,113.7252,249.226,6945.848,0,0,0.1658635,7.47E-02,1614.705,177.0093,-11.17356,-0.1140024,0,9.6987,-1.988731,1.638435,19,48.79799,16.02394,-7.38E-04,2.500126,-0.4810286,2.500171,0.4810292,2.500171,0.131482,2.500126,-0.9189106,2.50017,0.9282695,2.50017
00051955546-01,51955546,1,s0078,17-07-2024,0.907805,,3434.52,,2460434.52,,7.15E-02,,3.75249,,88.4729,,0.1,,2,,0.13786,,323705,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0,0,0,0,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,271.6339,6722.269,2519.253,1138,43016.86,34.3668,,2.47E-02,,5648.01,,240493,,1,1,9592,474.551,3.53834,0.105898,0,0,4.40106,0.420478,2.86E-02,7.50E-03,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.907805145,-1,3434.515714,-1,2460434.516,-1,3.136637096,-1,1.283001683,-1,143297.9766,-1,TRUE,1680004,6180,1.454574,420.5771,-0.177206,0.7766879,3.98206,-2.105656,-0.21947,0.255533,45.25004,142.1612,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,69.31339,81.325,2.305476,2.500043,0.4816818,2.500005,2.355257,2.500041,-1.150196,2.500001,1.750796,2.500003,2.094812,2.500002
00057159675-01,57159675,1,s0078,17-07-2024,5.56783,,3435.39,,2460435.39,,0.110874,,15.2135,,87.4398,,0.679578,,2.46072,,0.427876,,12903.6,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6872129,-0.5861818,1.101749,-0.4690094,3,mandel-agol_geometric_transit_model,TRUE,21.61294,822.3987,990.66,18.373,30.61047,19.90915,179,161.2597,9.70173,,0.0570564,,808.241,,100.852,,1,1,4887,121.069,4.53224,8.94E-02,0,0,0.801525,5.17E-02,1.549968,0.3343803,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,5.568052769,-1,3435.391951,-1,2460435.392,-1,2.33080119,-1,0.394281736,-1,11634.23572,-1,TRUE,11401,1362,1.920461,1212.448,0.133062,0.6842855,2.31625,-3.32371,-0.48613,1.16386,11.66085,16.89585,0.02354794,0,0,23.07001,12.01622,2738.692,349.4037,1.836686,5.49702,1.42E-51,7.794332,-0.2576315,1.138795,4,9.311528,3.346959,-2.613779,2.558708,-2.050054,2.600164,3.321831,2.574576,-1.275545,2.558688,-1.757447,2.60016,2.171552,2.585927
00057229803-01,57229803,1,s0078,17-07-2024,7.3,,3441.28,,2460441.28,,0.472717,,40.9793,,89.8602,,0.1,,2,,0.647716,,585622,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0,0,0,0,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,686.7916,41723.63,892.7382,95,14444.87,47.7473,,7.26E-02,,860.789,,129.75,,2,1,5463.18,101.985,4.48558,7.47E-02,0.106,0.1,0.925222,4.14E-02,1.205963,0.2142646,TIC8.2,TIC8.2,TIC8.2,TIC8.2,TIC8.2-Der,7.299996376,-1,3441.279343,-1,2460441.279,-1,2.806204141,-1,1.173823038,-1,462246.2856,-1,TRUE,15661730,983,169.7393,89771.62,-0.159861,1.396611,189.4382,-137.46,1.82498,3.5597,555.0554,749.3756,0,2158.243,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,95.56606,69.38799,0.4320256,2.500016,0.3424577,2.500023,0.5512925,2.500018,8.23E-03,2.500014,1.22E-02,2.500021,1.47E-02,2.500018
00057229803-02,57229803,2,s0078,17-07-2024,1.825,,3435.8,,2460435.8,,0.241101,,8.65379,,89.3379,,0.1,,2,,0.393199,,210092,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0,0,0,0,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,204.1661,4887.783,2621.358,357,6761.925,24.3527,,0.0287975,,1366.42,,823.861,,2,1,5463.18,101.985,4.48558,7.47E-02,0.106,0.1,0.925222,4.14E-02,1.205963,0.2142646,TIC8.2,TIC8.2,TIC8.2,TIC8.2,TIC8.2-Der,1.824999111,-1,3435.802737,-1,2460435.803,-1,2.843840208,-1,1.135222306,-1,240768.2686,-1,TRUE,57003200,3486,1.516385,491.7426,0.00672653,0.5661879,2.17564,-2.212876,1.0972,1.33053,547.763,243.6461,0,0,2158.243,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,78.6762,26.93983,0.554049,2.5002,-1.719571,2.500272,1.806625,2.500265,9.33E-02,2.500198,-2.062106,2.500271,2.064217,2.500271
00057232909-01,57232909,1,s0078,17-07-2024,1.70496,,3435.36,,2460435.36,,0.458211,,3.43962,,74.8343,,0.899847,,4.59673,,2.29837,,118635,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4773682,0.2918228,-0.1096291,-0.02053396,10,mandel-agol_geometric_transit_model,TRUE,1544.407,6563.44,5909.527,1835.28,294621.8,11664.34,787,514809.1,102.413,,0.0289787,,2233.87,,5885.1,,1,1,6023,124.601,3.86297,8.18E-02,0,0,2.04732,9.49E-02,0.1299524,2.52E-02,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.705554724,-1,3435.361651,-1,2460435.362,-1,4.247686608,-1,1.706716815,-1,116213.9287,-1,TRUE,207792,5641,1.897138,137.0676,-0.190607,0.6077432,2.89575,-2.280915,-0.33891,1.22636,810.704,2293.271,1681.661,0,0,6.04E-03,2.97E-03,962.7502,115.7713,-335.1826,-8.822939,0,11.45648,-2.767509,1.994686,10,822.807,192.1333,-3.55E-02,2.500003,-0.1479592,2.500004,0.1521683,2.500004,0.02447823,2.500002,-0.4328043,2.500002,0.433496,2.500002
00057256934-01,57256934,1,s0078,17-07-2024,7.06297,,3435.53,,2460435.53,,0.341464,,11.7592,,88.3556,,0.337446,,5.97203,,1.68756,,132472,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6105328,-0.2274123,0.610221,-0.3120967,3,mandel-agol_geometric_transit_model,TRUE,131.7039,2110.842,2489.334,119.0867,1229.689,1.00659,404,3107.372,60.28,,7.18E-02,,1168.15,,440.064,,1,1,5580,122.098,4.01625,7.83E-02,0,0,1.61706,8.47E-02,0.234166,4.40E-02,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,7.063885212,-1,3435.533306,-1,2460435.533,-1,5.55411428,-1,1.581601671,-1,128466.4307,-1,TRUE,11957,3234,1.043597,1740.722,-0.0275863,0.4746112,2.80798,-2.250963,-0.63336,-0.820856,81.32555,139.5044,1.295602,0,0,1.360255,1.176076,1950.493,419.3345,0.3063192,1.855209,0,7.717872,-0.5709617,1.409381,3,166.9367,29.35629,-7.96E-02,2.500153,-1.415134,2.500203,1.417373,2.500203,-0.1258488,2.500152,-0.8963524,2.500201,0.9051439,2.5002
00057297550-01,57297550,1,s0078,17-07-2024,0.573374,,3434.43,,2460434.43,,0.173591,,2.49428,,79.2667,,0.46453,,1.99456,,0.378237,,32794,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4099056,0.6436426,-0.7293193,0.259167,28,mandel-agol_geometric_transit_model,TRUE,21.84131,5486.309,7329.125,18.01645,57.55881,30.8066,1165,552.9412,27.197,,1.56E-02,,2976.11,,18540.4,,3,1,7041,161.982,4.31461,9.44E-02,0,0,1.43513,0.0673266,0.5244675,0.1166731,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.573414803,-1,3434.433227,-1,2460434.433,-1,2.288009612,-1,0.460725529,-1,50343.51673,-1,TRUE,38133,5532,15.88546,28235.33,0.521037,1.195884,5.86778,-3.982625,0.19164,0.319421,9.380199,9.7776,12.55319,4.39E-08,2.80673E-07,5.137054,0.8183833,6927.373,188.552,5.055155,17.2586,-1,-1,-1,-1,-1,16.52601,15.70148,0.4150398,2.500004,-0.5178732,2.500006,0.6636646,2.500005,2.71E-02,2.500003,5.19E-02,2.500005,5.85E-02,2.500004
00057297550-02,57297550,2,s0078,17-07-2024,0.573441,,3434.62,,2460434.62,,0.121142,,2.11988,,78.7905,,0.412098,,2.30091,,0.312501,,16121.8,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4099056,0.6436426,-0.7293193,0.259167,27,mandel-agol_geometric_transit_model,TRUE,6.370231,1377.295,5180.531,12.46971,36.68927,6.90934,1559,238.7128,18.9797,,1.56E-02,,2976,,18537.5,,3,1,7041,161.982,4.31461,9.44E-02,0,0,1.43513,0.0673266,0.5244675,0.1166731,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.573511902,-1,3434.621348,-1,2460434.621,-1,2.617636943,-1,0.725937158,-1,138758.9411,-1,TRUE,1379967,3660,15.91537,60777,0.919907,3.829866,24.17579,-27.12623,0.19581,0.184699,8.589039,10.00772,3.279642,2.80673E-07,0,22.70867,4.138947,10044.33,352.4095,5.244973,18.82015,-1,-1,-1,-1,-1,15.23703,13.27794,0.4055592,2.500005,-0.5325042,2.500007,0.6693572,2.500006,-4.37E-03,2.500004,6.42E-02,2.500006,6.43E-02,2.500006
00057297550-03,57297550,3,s0078,17-07-2024,0.573346,,3434.82,,2460434.82,,0.301589,,2.32127,,83.921,,0.245822,,2.57044,,0.656373,,101017,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4099056,0.6436426,-0.7293193,0.259167,28,mandel-agol_geometric_transit_model,TRUE,33.74969,94.89536,1754.638,17.08407,53.70643,24.62008,1559,438.7027,47.2508,,1.56E-02,,2976.16,,18541.6,,3,1,7041,161.982,4.31461,9.44E-02,0,0,1.43513,0.0673266,0.5244675,0.1166731,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,,,,,,,,,,,,,,,,-1,0,0,-1,0,0,0.28673,0.286733,6.544599,15.07073,10.14308,0,4.39E-08,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,27.4175,25.5219,0.3951664,2.500005,-0.5641195,2.500008,0.6887578,2.500007,-1.64E-02,2.500005,3.60E-02,2.500007,3.95E-02,2.500007
00065557265-01,65557265,1,s0078,17-07-2024,1.68306,,3434.54,,2460434.54,,0.339233,,3.44531,,74.9684,,0.893547,,3.91492,,1.95746,,72035.8,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.3973787,0.649574,-0.6867828,0.2358064,11,mandel-agol_geometric_transit_model,TRUE,40.25822,4996.964,5870.192,40.52837,152.4036,213.9177,809,944.8868,76.8196,,3.11E-02,,2408.86,,7957.27,,1,1,6681,39.56,3.95354,0,-3.80E-02,3.80E-02,2.0743,0,0.1580041,0,TIC8.2,TIC8.2,TIC8.2,TIC8.2,TIC8.2-Der,1.683332562,-1,3434.537369,-1,2460434.537,-1,3.657690053,-1,1.371789584,-1,71080.41423,-1,TRUE,12943,6333,2.032248,3002.815,-0.468689,0.6909438,1.963,-2.599303,1.26109,0.809699,9.035936,22.97403,8.096355,0,0,0.2702053,0.4049802,2685.188,1006.256,-1.802051,0.274587,2.53E-89,7.989611,-0.2655042,1.161737,11,25.75043,4.317531,3.926239,2.508653,41.91688,2.528816,42.10036,2.528642,0.2930439,2.508589,0.1421095,2.528815,0.3256836,2.512452
00065628544-01,65628544,1,s0078,17-07-2024,4.05262,,3435.19,,2460435.19,,0.137338,,1.90214,,58.6327,,0.990105,,10.8919,,5.44594,,8250.49,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4008174,0.6709682,-0.7056516,0.244955,5,mandel-agol_geometric_transit_model,TRUE,33.82281,7837.494,5793.344,23.86049,360.3363,9008.061,899,65723.78,53.2834,,5.42E-02,,2291.41,,6515.25,,1,1,6412,124.193,3.44726,8.50E-02,0,0,3.55385,0.159756,2.87E-02,5.77E-03,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,4.048609257,-1,3435.195706,-1,2460435.196,-1,6.459401372,-1,2.292368851,-1,19947.98116,-1,TRUE,597314,6546,2.026317,224.9252,-0.0124899,0.607215,2.48606,-2.546701,1.41386,-0.888911,102.41,64.38773,30.02306,0,0,0.1279558,9.14E-02,2118.888,373.8182,-9.544101,-0.4490727,2.38E-278,10.68086,-2.715583,1.883325,5,0,0,6.7535,2.500139,-32.32331,2.500005,33.0213,2.50001,9.240417,2.500001,-31.2465,2.500003,32.58419,2.500003
00067743054-01,67743054,1,s0078,17-07-2024,4.0138,,3435.68,,2460435.68,,0.100038,,11.8374,,85.7065,,0.886215,,1.69374,,0.643335,,8847.92,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5700117,-2.45E-02,0.303577,-0.1882992,4,mandel-agol_geometric_transit_model,TRUE,18.77684,792.4634,924.6866,16.74837,25.02286,69.10664,179,226.2306,11.5839,,5.07E-02,,1197.42,,485.853,,1,1,5935.25,145.583,4.42032,8.41E-02,0.106,1.27E-02,1.06069,5.83E-02,0.9051725,0.182118,TIC8.2,TIC8.2,TIC8.2,TIC8.2,TIC8.2-Der,4.013886929,-1,3435.684893,-1,2460435.685,-1,1.7376989,-1,0.591104372,-1,8994.192778,-1,TRUE,8708,1280,2.056063,870.019,0.0088531,0.5443014,2.89229,-2.687377,-0.76947,-0.591689,11.6127,14.78846,9.42E-03,0,0,9.183598,4.216433,3222.847,362.5097,1.940882,5.535359,8.52E-41,7.536261,-0.7523004,1.166469,5,13.00405,5.588827,-1.124199,2.585588,0.3924453,2.6038,1.190729,2.587573,-2.309928,2.585513,1.412424,2.603764,2.707528,2.590493
00067750369-01,67750369,1,s0078,17-07-2024,6.89852,,3435.1,,2460435.1,,3.51E-02,,19.5696,,89.2868,,0.243591,,2.71059,,9.75E-02,,1490.81,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6698943,-0.2775471,0.6054026,-0.2274187,2,mandel-agol_geometric_transit_model,TRUE,7.71181,792.8018,787.4278,6.977548,5.809862,7.05465,149,151.9189,124.827,,0.723958,,1220.64,,524.66,,1,1,4123,122,4.438,0,0,0,32.5898,0,1,0,TIC8.2,Solar,Solar,TIC8.2,Solar,6.901385307,-1,3435.005948,-1,2460435.006,-1,4.242632431,-1,9.41E-04,-1,139.1869528,-1,TRUE,10086,1214,3.263593,578.8592,0.00702822,0.4674405,2.62032,-1.962039,0.66387,1.53748,8.826576,8.13704,13.69789,0,0,10.71176,5.773621,3414.247,471.0459,1.682091,4.643246,4.87E-12,6.938281,-0.8952729,1.326246,3,3.72787,-1.587275,6.363457,2.532739,-9.373824,2.557686,11.3297,2.549843,6.135969,2.532686,-9.321733,2.557684,11.15996,2.550153
00067813700-01,67813700,1,s0078,17-07-2024,0.716936,,3434.83,,2460434.83,,3.73E-02,,2.32244,,77.1421,,0.516821,,2.23731,,0.113944,,1543.23,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6136665,-0.1634386,0.4837929,-0.2581644,16,mandel-agol_geometric_transit_model,TRUE,11.83968,4919.207,5723.636,14.64749,35.49025,18.22367,898,738.9207,4.83167,,1.59E-02,,2214.68,,5685.48,,1,1,5819.14,135.327,4.31109,7.97E-02,0.170599,1.96E-02,1.18599,6.37E-02,0.6295189,0.1203292,TIC8.2,TIC8.2,TIC8.2,TIC8.2,TIC8.2-Der,0.717382491,-1,3434.822528,-1,2460434.823,-1,3.146655448,-1,1.573327399,-1,2900.650683,-1,TRUE,8052,3975,2.350858,322.79,-1.42271,0.8296062,3.12146,-3.102961,0.35208,0.277082,4.030384,9.50511,0.1183545,0,0,1.933392,0.8801993,4037.68,451.0308,1.060432,3.968112,8.65E-26,6.297894,-0.5716652,0.9657415,25,-9.216571,12.31353,-8.183836,2.500883,46.49914,2.501244,47.21382,2.501233,-7.750784,2.500826,46.50038,2.501242,47.14191,2.501231
00068901798-01,68901798,1,s0078,17-07-2024,3.86029,,3437.02,,2460437.02,,0.287679,,7.54865,,89.9241,,1.00E-02,,5.05516,,1.13423,,93279.8,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4095177,0.6266319,-0.6743925,0.2328,4,mandel-agol_geometric_transit_model,TRUE,144.2642,2188.928,2721.327,106.2942,1042.042,33.37551,314,1175.92,57.5905,,5.45E-02,,1731.92,,2126.36,,2,1,6768.97,165.227,4.07275,0.100684,0,0,1.83375,0.103437,0.2351851,5.61E-02,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,3.861109257,-1,3437.024493,-1,2460437.024,-1,4.786963318,-1,1.047208399,-1,87222.68227,-1,TRUE,33621,3258,6.029542,4538.684,-0.0732087,0.5879059,6.41014,-4.202791,1.92775,2.08053,60.82322,98.26096,6.117403,0,8.93E-06,2.239379,0.5137681,3275.678,157.2391,2.412332,8.732134,0,9.489946,0.2037226,1.316251,4,214.5309,44.36554,-4.86E-02,2.500032,-8.65E-02,2.500053,9.92E-02,2.500048,-0.1787817,2.500031,0.5806349,2.500052,0.6075358,2.50005
00068901798-02,68901798,2,s0078,17-07-2024,3.86116,,3435.09,,2460435.09,,0.0838454,,4.4668,,79.5519,,0.81003,,4.85751,,0.98944,,6860.52,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4095177,0.6266319,-0.6743925,0.2328,4,mandel-agol_geometric_transit_model,TRUE,14.65155,2167.975,2600.138,8.75522,10.37428,7.61306,539,636.0898,16.785,,0.0545478,,1731.79,,2125.72,,2,1,6768.97,165.227,4.07275,0.100684,0,0,1.83375,0.103437,0.2351851,5.61E-02,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,3.859720343,-1,3435.104777,-1,2460435.105,-1,4.598317008,-1,1.075240635,-1,5951.300558,-1,TRUE,11385,4531,2.094723,1367.743,-0.0659301,0.6091641,2.61589,-2.445111,-0.55836,2.57359,6.146367,10.88769,3.40E-02,8.93E-06,0,7.946768,3.22795,4495.563,434.1583,2.152068,6.258339,2.69E-10,12.81456,-2.364403,2.13679,5,17.33502,6.164366,-4.35233,2.502913,-10.05454,2.504896,10.95611,2.504583,-4.552999,2.502898,-9.449032,2.504895,10.48876,2.504519
00072839144-01,72839144,1,s0078,17-07-2024,1.75555,,3435.76,,2460435.76,,0.0239802,,6.85983,,89.1647,,0.1,,2,,4.76E-02,,374676,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0,0,0,0,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,36.81165,121.3971,83.70856,539,1479.323,7.92221,,3.34E-02,,3019.54,,19646.6,,1,1,7189,147.219,3.68311,9.19E-02,0,0,3.02615,0.138442,5.81E-02,0.0125784,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.755554676,-1,3435.755268,-1,2460435.755,-1,3.094728854,-1,1.24046135,-1,121383.7586,-1,TRUE,44555,4274,1.776048,1430.002,0.0133304,0.6434955,3.60908,-2.992724,1.11109,1.02637,7.86445,11.51866,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-24.20075,-19.60352,-6.65E-02,2.500002,0.1015977,2.500004,0.1214441,2.500003,-0.2175266,2.500001,0.5619469,2.500002,0.6025795,2.500002
