koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_teq,koi_steff,koi_slogg,koi_srad
0.9672148802918047,0.413724684867618,0.04887954824189184,2.6879931257323157,-0.3109402379070924,-0.930093206796646,-0.23972619165182582,0.5907024529634806,-0.15390618272039894
-0.22713080839201044,-0.3960332098669405,-0.16242454434335687,0.3193320440897884,-0.32132575468563335,-0.3451980520939418,-0.3101999554209539,-1.122956340844286,0.05032044705196844
0.1073804579027246,0.3756216153792947,0.037969826070370874,0.9175251723184634,-0.3095008805710473,-0.649516195315644,0.7651324745045346,-0.0594601402543301,-0.08116582437527109
-0.32062541879497813,-0.427075720395,-0.21898284086413675,0.10931860730067594,-0.31871276752173605,-0.1250530123165402,0.8173802648850951,-0.6157848334200842,0.01187416885686916
0.006396808901134971,-0.24375548854253926,0.1424734805554667,0.3084244918476149,-0.19003422167930242,-0.648437052963794,0.9376716892496412,0.25780133135023764,-0.11515233429973884
2.821511673388163,4.105944549084283,-0.10385656215940206,1.0056467128012867,-0.31479328677589014,-0.9581509079447462,0.49295793856859177,0.3404680528246669,-0.12330294527709991
-0.3858165687317859,-0.40517103940779997,0.09596361235056144,-0.2634900467028765,0.34917118036221517,0.18142341560886202,1.4577194632701034,-0.5956767119803573,-0.050101231593630884
-0.33844080716624414,-0.4831094351661884,0.37875509495446086,-0.1022161459853711,-0.10477997946739924,0.04976804868316107,-0.08905814497300032,-1.5809746625269356,0.13474847396840645
-0.44323173828394186,-0.477420012931845,-0.07830484444189235,-0.5603046360718119,-0.3216136261528424,0.4371801529973139,0.6642820884211272,0.24216168134156255,-0.11207663204413089
-0.41651567631580555,-0.4276490283028015,-0.18912465386839508,-0.21829546510997577,-0.31968710171844356,0.029264343998010922,0.7408311766531112,0.251098624203662,-0.10792443399906018
-0.4425694508027128,-0.4837118996088716,0.07672804957445858,-0.3837745142576876,-0.3222336570052926,0.8461751043484668,1.3836005048232618,-0.24266746892738955,-0.04564146332299934
-0.45036707581840685,-0.47434984540056346,0.06001894877491856,0.9869890576502002,-0.31968710171844356,1.4558905331437213,1.4164072569226835,-0.61801906913561,-0.011347383172970809
-0.22641530555024983,0.4576492385423947,-0.2184086449603725,0.30539621089616925,-0.31743948987831155,-0.4466374331678425,0.1879766505332272,-0.41917209045387344,-0.06301918106718421
-0.41150381040452805,-0.4481187712054001,0.03222786703272824,-0.6705283218874604,-0.3159890605627584,-0.4131840202604923,-0.94810902402082,0.6711349387223858,-0.16805441309619545
-0.3947165423092568,-0.4761272745421232,-0.1563954873538321,0.11859720272773545,2.290089188121518,-0.11426158879804012,0.8210254595628086,0.20864814560868447,-0.11545990452529963
-0.37938052938449474,0.21528671172050196,-0.030072388525694268,-0.34449297414343893,-0.3166533793332407,-0.38080974970499204,-0.03316515991472635,0.4209005385835723,-0.15667431475044605
1.626097206605731,0.4464408116813295,-0.2212796244791938,0.4573986922078271,-0.3195874539028712,-0.9063520750559458,-0.21663995869297353,-0.13542415458218374,-0.08793236933760858
